customer_id,age,gender,country,registration_date,loyalty_score,lifetime_value,churn_label
CUST000245,58,Other,USA,2023-01-25,95.04,17816.25,0
CUST000246,20,Other,Australia,2020-06-21,45.57,12440.64,0
CUST000247,36,Female,France,2018-07-04,27.74,3843.61,1
CUST000248,68,Other,Australia,2018-09-28,46.37,7131.71,0
CUST000249,35,Male,Canada,2023-02-14,58.37,1646.92,0
CUST000250,48,Female,Australia,2023-04-18,97.44,19725.59,0
CUST000251,22,Male,India,2020-08-17,69.82,10768.32,0
CUST000252,61,Female,Australia,2022-01-23,30.95,16294.52,1
CUST000253,18,Female,UK,2020-03-19,68.47,3336.08,0
CUST000254,65,Other,Canada,2021-10-09,91.09,16468.49,0
CUST000255,58,Female,UK,2022-08-12,94.98,14541.82,0
CUST000256,19,Other,Australia,2020-08-23,61.34,8423.04,0
CUST000257,59,Male,Brazil,2019-03-30,93.27,17334.67,0
CUST000258,59,Female,UK,2019-09-11,4.52,624.7,1
CUST000259,20,Female,Brazil,2023-04-22,37.65,16230.01,1
CUST000260,52,Male,France,2019-04-26,98.73,3093.3,0
CUST000261,65,Other,France,2021-10-05,59.41,7679.73,0
CUST000262,27,Female,UK,2022-01-28,96.99,16858.17,0
CUST000263,44,Female,USA,2021-06-14,83.83,9426.99,0
CUST000264,46,Female,India,2019-03-21,41.48,5540.8,0
CUST000265,61,Female,Australia,2018-07-23,5.64,17307.98,1
CUST000266,30,Male,Brazil,2019-07-20,81.29,19994.38,1
CUST000267,59,Other,USA,2019-03-11,99.66,11153.09,1
CUST000268,33,Male,India,2019-11-15,76.9,18900.84,1
CUST000269,53,Male,India,2022-04-17,84.96,5022.23,0
CUST000270,39,Male,USA,2019-04-23,45.05,2670.27,0
CUST000271,26,Other,Canada,2018-10-24,95.41,12162.88,0
CUST000272,60,Male,Germany,2018-08-14,22.86,13466.84,1
CUST000273,68,Male,Australia,2022-06-06,61.81,7227.44,1
CUST000274,21,Male,France,2019-06-28,11.36,13464.31,0
CUST000275,22,Female,Brazil,2022-03-08,52.03,15469.14,0
CUST000276,55,Male,Brazil,2020-11-17,52.02,17058.41,0
CUST000277,57,Male,Canada,2023-04-21,55.19,11262.67,0
CUST000278,19,Male,Brazil,2023-05-29,87.67,8129.31,0
CUST000279,61,Male,Brazil,2020-05-23,13.4,672.78,0
CUST000280,22,Male,Australia,2020-06-27,75.51,12444.16,0
CUST000281,26,Female,Australia,2018-05-15,70.41,4337.99,0
CUST000282,51,Female,Brazil,2021-05-08,13.64,389.44,0
CUST000283,24,Other,UK,2020-05-31,35.06,11839.36,0
CUST000284,67,Other,India,2021-08-26,39.22,8805.75,0
CUST000285,32,Female,Australia,2022-12-24,90.42,7030.28,0
CUST000286,44,Other,UK,2020-03-27,51.4,15694.69,0
CUST000287,60,Female,Australia,2019-10-03,39.65,12479.53,0
CUST000288,48,Male,UK,2021-11-07,86.24,18995.46,0
CUST000289,45,Male,Australia,2018-07-10,14.71,18539.09,0
CUST000290,21,Other,Australia,2021-02-13,49.21,5239.06,0
CUST000291,40,Other,France,2020-04-21,45.91,19602.65,0
CUST000292,21,Female,Canada,2022-01-16,49.26,6642.16,0
CUST000293,50,Male,Germany,2021-03-29,63.34,4878.9,0
CUST000294,24,Female,Australia,2019-04-05,7.59,2664.71,1
CUST000295,54,Male,France,2019-07-25,12.8,3122.86,0
CUST000296,67,Other,USA,2023-06-19,13.88,12853.41,0
CUST000297,62,Female,USA,2021-09-09,18.19,6978.78,1
CUST000298,66,Female,Australia,2021-12-10,89.68,9531.84,0
CUST000299,27,Other,France,2019-01-07,66.76,3529.17,1
CUST000300,58,Male,UK,2022-02-26,19.23,913.29,0
CUST000301,42,Female,Brazil,2019-03-17,16.89,5643.95,1
CUST000302,37,Other,Australia,2020-01-28,17.7,1865.18,0
CUST000303,56,Male,USA,2021-03-08,12.06,9269.5,1
CUST000304,57,Male,UK,2022-03-26,20.63,7348.97,1
CUST000305,45,Female,Brazil,2021-09-17,50.34,13838.86,0
CUST000306,66,Other,UK,2019-03-18,3.93,16008.27,1
CUST000307,36,Other,Brazil,2018-08-16,62.79,1727.0,0
CUST000308,20,Male,France,2019-09-24,87.36,18425.36,0
CUST000309,18,Male,Canada,2018-04-23,6.11,5609.87,0
CUST000310,26,Female,Canada,2022-04-21,80.62,14990.37,0
CUST000311,49,Other,France,2018-01-16,18.45,4266.05,1
CUST000312,52,Other,India,2020-02-18,37.05,9742.01,0
CUST000313,60,Female,UK,2022-09-03,61.83,7441.38,0
CUST000314,20,Female,USA,2022-02-28,46.25,14974.67,0
CUST000315,38,Other,France,2018-06-09,3.67,5123.5,0
CUST000316,58,Female,Canada,2021-12-24,71.33,17914.62,1
CUST000317,38,Male,Brazil,2018-02-12,51.17,10689.06,0
CUST000318,41,Male,France,2023-02-27,10.72,9003.51,0
CUST000319,45,Other,France,2019-05-14,53.26,4925.16,0
CUST000320,37,Other,Australia,2020-03-21,26.92,7607.95,1
CUST000321,28,Male,UK,2022-05-15,2.01,6509.38,0
CUST000322,67,Female,Australia,2019-02-02,21.14,6617.2,0
CUST000323,59,Male,India,2022-08-05,11.98,17821.49,1
CUST000324,30,Male,Germany,2019-06-09,59.36,13614.14,0
CUST000325,22,Male,Brazil,2021-09-04,78.92,10019.0,0
CUST000326,66,Other,Brazil,2021-02-28,8.69,10788.42,0
CUST000327,54,Other,Australia,2022-12-12,58.68,14934.25,0
CUST000328,38,Male,Brazil,2021-07-08,43.17,2638.85,1
CUST000329,58,Female,Canada,2020-06-24,28.38,7325.34,0
CUST000330,50,Male,Canada,2019-12-22,64.59,11458.49,0
CUST000331,21,Female,Canada,2018-03-19,35.61,19731.65,1
CUST000332,23,Other,France,2022-11-05,60.58,4820.81,0
CUST000333,68,Other,USA,2021-02-09,10.18,3141.9,0
CUST000334,54,Other,India,2022-07-17,24.6,3297.56,1
CUST000335,50,Male,USA,2020-09-01,18.66,5773.39,0
CUST000336,39,Other,UK,2022-07-19,17.34,17945.63,0
CUST000337,20,Male,Brazil,2018-12-20,8.02,10537.78,0
CUST000338,51,Other,Germany,2020-12-09,41.04,19649.33,0
CUST000339,36,Female,France,2023-02-23,11.2,8017.33,0
CUST000340,56,Male,Australia,2021-10-22,96.95,17323.59,1
CUST000341,53,Other,France,2018-07-13,81.71,5232.27,0
CUST000342,60,Other,Germany,2022-01-22,17.09,13406.0,1
CUST000343,60,Male,Australia,2021-04-08,92.94,11179.58,0
CUST000344,62,Other,France,2021-09-05,57.16,5671.58,0
CUST000345,23,Female,France,2021-12-22,76.95,3822.17,0
CUST000346,70,Male,UK,2019-11-04,32.37,8566.19,0
CUST000347,50,Female,USA,2020-05-17,50.76,4923.95,0
CUST000348,31,Female,Brazil,2019-01-05,11.48,12251.34,1
CUST000349,27,Male,Canada,2018-10-09,28.86,11666.64,0
CUST000350,50,Other,USA,2018-07-27,15.44,9674.69,0
CUST000351,67,Other,Germany,2022-11-30,53.26,1131.29,0
CUST000352,28,Male,Germany,2018-11-12,33.66,2774.85,0
CUST000353,44,Female,India,2018-03-31,6.34,19800.21,0
CUST000354,36,Other,Brazil,2021-06-04,32.24,16216.5,1
CUST000355,37,Female,India,2019-05-05,25.46,13661.9,0
CUST000356,54,Female,Brazil,2023-04-24,76.02,11953.21,0
CUST000357,42,Other,France,2022-05-13,47.16,8295.63,0
CUST000358,30,Other,Germany,2022-07-31,34.89,18597.63,0
CUST000359,59,Female,Australia,2018-04-17,83.06,19304.04,0
CUST000360,63,Other,UK,2018-07-30,12.43,14644.26,1
CUST000361,28,Female,Brazil,2022-04-12,93.83,3706.54,0
CUST000362,45,Male,India,2018-10-29,6.65,14848.3,0
CUST000363,40,Male,France,2022-12-17,57.45,16852.39,1
CUST000364,41,Male,France,2020-10-25,13.98,15925.82,0
CUST000365,32,Male,Australia,2020-02-07,20.16,3356.75,0
CUST000366,63,Other,Australia,2022-09-15,16.43,16310.04,0
CUST000367,20,Female,Brazil,2018-10-09,66.52,10509.0,0
CUST000368,66,Other,Brazil,2018-10-12,35.88,17556.29,0
CUST000369,23,Male,Canada,2018-01-11,39.24,16350.33,1
CUST000370,53,Other,France,2018-11-03,43.91,7601.19,1
CUST000371,33,Female,UK,2019-08-14,46.27,6097.42,1
CUST000372,58,Other,Brazil,2020-05-09,74.76,10104.14,1
CUST000373,49,Other,USA,2022-09-10,23.22,18001.53,0
CUST000374,33,Other,Germany,2021-03-23,38.39,10916.7,1
CUST000375,57,Female,India,2018-01-04,90.65,12522.34,0
CUST000376,60,Other,UK,2019-01-19,11.69,18802.66,0
CUST000377,22,Other,USA,2020-01-09,62.77,6764.62,0
CUST000378,20,Other,France,2020-08-20,13.93,15901.1,0
CUST000379,65,Male,Australia,2019-06-04,62.01,10715.88,0
CUST000380,33,Other,UK,2019-12-08,89.39,15793.08,0
CUST000381,66,Female,Germany,2022-02-14,15.17,6303.27,1
CUST000382,39,Other,Germany,2021-01-23,24.85,14904.53,0
CUST000383,47,Other,Brazil,2021-11-03,3.35,11440.8,0
CUST000384,26,Male,Brazil,2022-07-20,76.25,17547.64,1
CUST000385,20,Male,USA,2019-02-17,34.21,16443.02,1
CUST000386,50,Female,Brazil,2019-09-28,11.06,16944.4,1
CUST000387,59,Male,Canada,2022-03-23,12.75,8006.02,0
CUST000388,21,Other,Australia,2022-05-19,79.73,3083.36,0
CUST000389,41,Female,France,2022-06-26,22.93,14472.83,0
CUST000390,42,Female,Germany,2023-01-07,72.0,12858.84,0
CUST000391,41,Other,Canada,2020-10-15,69.39,10900.22,0
CUST000392,45,Male,France,2022-01-29,25.18,6979.35,0
CUST000393,29,Other,Canada,2022-08-12,18.16,18178.17,1
CUST000394,38,Other,Canada,2018-06-13,58.34,8076.94,0
CUST000395,63,Female,Germany,2021-05-19,46.2,18950.94,0
CUST000396,46,Male,Australia,2019-12-21,15.34,11765.97,0
CUST000397,35,Other,USA,2020-06-09,50.59,12267.94,1
CUST000398,43,Female,Germany,2021-07-29,1.81,17455.27,0
CUST000399,56,Other,Brazil,2018-10-20,93.21,11346.15,1
CUST000400,33,Other,Australia,2018-05-18,69.67,18457.74,0
CUST000401,54,Male,Germany,2023-04-29,70.72,3135.53,0
CUST000402,41,Female,Brazil,2023-04-28,57.63,12173.63,0
CUST000403,26,Other,Australia,2021-03-21,42.41,14755.24,0
CUST000404,35,Male,UK,2021-08-23,93.44,18518.81,1
CUST000405,49,Other,France,2019-01-17,45.08,2353.44,0
CUST000406,34,Female,Brazil,2018-08-30,98.48,16794.07,0
CUST000407,36,Other,Brazil,2021-06-07,12.47,18424.75,1
CUST000408,22,Female,Germany,2018-10-05,86.99,10424.88,0
CUST000409,23,Other,Australia,2020-06-30,59.13,8040.15,0
CUST000410,22,Other,Canada,2021-12-24,5.48,6770.43,0
CUST000411,28,Other,Germany,2022-10-10,80.29,192.18,0
CUST000412,32,Male,India,2020-11-07,33.35,8023.56,0
CUST000413,68,Female,USA,2019-04-30,53.74,18405.13,0
CUST000414,41,Female,Germany,2021-03-18,34.63,7004.37,0
CUST000415,22,Female,France,2018-06-26,73.75,9099.14,0
CUST000416,48,Other,France,2022-01-12,22.46,9103.55,0
CUST000417,54,Male,Germany,2022-08-14,14.09,3610.1,0
CUST000418,22,Female,Brazil,2021-08-08,49.84,8436.62,0
CUST000419,26,Other,Germany,2019-12-07,91.48,7311.64,0
CUST000420,45,Other,USA,2018-09-22,58.06,12682.06,0
CUST000421,27,Female,Germany,2020-11-27,1.31,13304.39,1
CUST000422,63,Male,Australia,2023-03-30,17.8,19225.3,0
CUST000423,36,Male,Canada,2020-11-28,14.87,8351.02,1
CUST000424,53,Female,Germany,2023-05-13,8.53,19937.8,0
CUST000425,52,Male,Germany,2021-06-12,50.22,11948.16,0
CUST000426,27,Male,Australia,2021-04-04,6.71,15024.21,0
CUST000427,20,Male,UK,2021-02-28,20.99,17971.28,1
CUST000428,67,Other,Canada,2021-08-06,20.51,3894.69,0
CUST000429,54,Female,USA,2022-04-20,3.65,9494.13,0
CUST000430,52,Female,Canada,2021-07-08,56.48,1407.6,0
